product_id,product_name,brand,category,sub_category,supplier_id,cost_price,selling_price,gst_percent,shelf_life_days,reorder_level,reorder_quantity,weight,unit,launch_date,status
4453,Parle Rice,Parle,Grocery,Rice,67,345.07,531.6,5,180,31,256,9.91,L,2024-04-11 00:00:00,Active
4454,Tata Soft Drink,Tata,Beverages,Soft Drink,319,1650.26,2423.85,18,60,28,83,0.78,g,2024-12-03 00:00:00,Active
4455,Amul Namkeen,Amul,Snacks,Namkeen,477,1511.61,2325.65,5,30,73,465,4.76,L,2020-12-17 00:00:00,Active
4456,Lizol Milk,Lizol,Dairy,Milk,442,1657.51,2451.5,5,30,25,89,0.5,kg,2022-09-10 00:00:00,Active
4457,Britannia Face Wash,Britannia,Personal Care,Face Wash,332,100.77,127.23,0,90,94,224,8.3,ml,2021-12-01 00:00:00,Active
4458,ITC Baby Soap,ITC,Baby Care,Baby Soap,306,52.25,70.84,12,60,80,401,6.37,g,2023-08-01 00:00:00,Active
4459,Mamaearth Knife,Mamaearth,Kitchen,Knife,5,1631.92,2345.5,5,90,47,142,3.14,pcs,2024-03-23 00:00:00,Active
4460,Colgate Cooking Oil,Colgate,Grocery,Cooking Oil,224,1083.45,1551.28,12,180,80,456,4.05,L,2024-06-26 00:00:00,Active
4461,Dabur Garbage Bags,Dabur,Household,Garbage Bags,217,1004.12,1167.8,5,30,41,497,6.6,L,2026-04-16 00:00:00,Active
4462,Dettol Mineral Water,Dettol,Beverages,Mineral Water,497,482.02,685.65,0,30,71,67,7.3,L,2021-06-15 00:00:00,Active
4463,Nestle Pet Shampoo,Nestle,Pet Care,Pet Shampoo,110,1011.06,1195.43,12,90,101,343,8,L,2020-09-02 00:00:00,Active
4464,Fortune Hair Oil,Fortune,Personal Care,Hair Oil,203,952.58,1388.5,12,90,62,91,7.03,g,2020-10-28 00:00:00,Active
4465,Parle Tissue Paper,Parle,Household,Tissue Paper,132,1122.84,1540.72,5,180,111,78,4.85,g,2021-12-16 00:00:00,Active
4466,HUL Paneer,HUL,Dairy,Paneer,207,1627.8,1913.88,12,180,34,442,1.41,pcs,2021-09-30 00:00:00,Active
4467,Parle Toothpaste,Parle,Personal Care,Toothpaste,399,1614.93,2311.75,0,60,76,138,8.4,kg,2021-07-09 00:00:00,Active
4468,Patanjali Cat Food,Patanjali,Pet Care,Cat Food,347,122.59,169.99,18,365,23,173,8.54,pcs,2024-09-17 00:00:00,Active
4469,Nivea Face Wash,Nivea,Personal Care,Face Wash,246,720.32,822.51,12,60,92,109,8.19,kg,2022-09-10 00:00:00,Active
4470,Surf Excel Soft Drink,Surf Excel,Beverages,Soft Drink,43,1683.7,2294.39,5,90,21,276,2.44,pcs,2025-11-05 00:00:00,Active
4471,Amul Dishwash Liquid,Amul,Household,Dishwash Liquid,61,663.4,854.6,12,30,107,94,2.72,g,2026-01-09 00:00:00,Active
4472,Sunfeast Bottle,Sunfeast,Kitchen,Bottle,83,1388.66,1934.23,0,180,110,435,3.99,g,2022-05-14 00:00:00,Active
4473,HUL Cookies,HUL,Snacks,Cookies,491,1475.17,2177.54,12,90,66,259,8.7,L,2026-04-08 00:00:00,Active
4474,Pedigree Hair Oil,Pedigree,Personal Care,Hair Oil,18,822.52,993.23,0,90,53,247,7.52,g,2024-11-09 00:00:00,Active
4475,Fortune Dishwash Liquid,Fortune,Household,Dishwash Liquid,65,610.55,684.68,5,60,29,365,9.74,pcs,2026-01-17 00:00:00,Active
4476,Nivea Bottle,Nivea,Kitchen,Bottle,498,193.74,223.56,0,90,97,175,0.65,pcs,2024-06-04 00:00:00,Active
4477,Mamaearth Juice,Mamaearth,Beverages,Juice,95,1267,1775.19,5,30,41,417,9.55,L,2022-12-29 00:00:00,Active
4478,Colgate Cat Food,Colgate,Pet Care,Cat Food,24,1649.34,2267.2,18,365,45,406,5.52,pcs,2024-08-04 00:00:00,Active
4479,Fortune Diapers,Fortune,Baby Care,Diapers,342,122.75,186.58,0,365,104,296,4.93,L,2024-02-19 00:00:00,Active
4480,Colgate Hair Oil,Colgate,Personal Care,Hair Oil,307,345.74,486.2,12,365,22,424,1.24,kg,2024-12-07 00:00:00,Active
4481,Britannia Floor Cleaner,Britannia,Household,Floor Cleaner,130,225.92,285.88,5,180,113,182,3.95,pcs,2022-03-14 00:00:00,Active
4482,Lizol Chana Dal,Lizol,Grocery,Chana Dal,153,1147.91,1737.66,12,30,46,372,0.95,pcs,2025-07-30 00:00:00,Active
4483,Pedigree Milk,Pedigree,Dairy,Milk,170,1312.94,1984.09,18,60,22,490,3.54,L,2024-01-14 00:00:00,Discontinued
4484,Sunfeast Chips,Sunfeast,Snacks,Chips,378,1461.69,2226.06,12,90,60,50,1.63,pcs,2020-09-30 00:00:00,Active
4485,Tata Detergent,Tata,Household,Detergent,373,1741.09,2561.23,18,30,79,131,1.57,pcs,2024-03-03 00:00:00,Active
4486,Nivea Soft Drink,Nivea,Beverages,Soft Drink,365,1147.17,1560.6,18,180,84,346,5.33,kg,2024-04-06 00:00:00,Active
4487,Surf Excel Floor Cleaner,Surf Excel,Household,Floor Cleaner,376,629.9,964.17,5,30,60,139,6.64,ml,2024-02-01 00:00:00,Active
4488,Colgate Soap,Colgate,Personal Care,Soap,120,1494.7,2273.59,18,30,78,376,1.7,L,2020-11-20 00:00:00,Active
4489,Tata Rice,Tata,Grocery,Rice,151,109.5,153.24,0,180,92,364,9.96,pcs,2024-04-13 00:00:00,Active
4490,Nivea Pet Shampoo,Nivea,Pet Care,Pet Shampoo,477,929.99,1074.91,12,365,67,349,1.09,L,2021-02-27 00:00:00,Active
4491,Tata Suji,Tata,Grocery,Suji,423,1557.74,1858.98,12,365,116,278,5.27,kg,2023-04-28 00:00:00,Active
4492,Nestle Face Wash,Nestle,Personal Care,Face Wash,441,479.6,677.36,18,180,93,438,3.56,kg,2022-06-01 00:00:00,Active
4493,Parle Baby Powder,Parle,Baby Care,Baby Powder,103,1070.89,1629.95,18,365,24,371,0.72,pcs,2024-11-19 00:00:00,Active
4494,Lizol Toor Dal,Lizol,Grocery,Toor Dal,118,1526.51,2162.36,0,365,108,347,3.17,pcs,2022-12-14 00:00:00,Active
4495,Mamaearth Paneer,Mamaearth,Dairy,Paneer,257,346.96,531.01,12,60,79,500,9.45,ml,2022-04-20 00:00:00,Active
4496,Nestle Cat Food,Nestle,Pet Care,Cat Food,228,788.66,965.37,12,180,114,242,7.66,ml,2022-01-23 00:00:00,Active
4497,Dettol Baby Powder,Dettol,Baby Care,Baby Powder,204,195.87,244.35,0,30,32,257,8.07,L,2024-03-25 00:00:00,Active
4498,Fortune Floor Cleaner,Fortune,Household,Floor Cleaner,221,141.5,188.55,18,90,82,330,1.72,ml,2024-02-12 00:00:00,Active
4499,Dabur Shampoo,Dabur,Personal Care,Shampoo,437,594.49,668.4,0,30,41,386,9.25,pcs,2023-11-07 00:00:00,Active
4500,Mamaearth Paneer,Mamaearth,Dairy,Paneer,40,1205.5,1385.21,0,30,31,429,1.38,kg,2026-01-22 00:00:00,Active
4501,Godrej Face Wash,Godrej,Personal Care,Face Wash,161,1264.98,1467.5,18,365,75,99,9.94,L,2021-02-06 00:00:00,Active
4502,Dabur Juice,Dabur,Beverages,Juice,165,1333.99,1593.2,5,90,119,294,7.52,pcs,2022-11-25 00:00:00,Active
4503,Mamaearth Dog Food,Mamaearth,Pet Care,Dog Food,403,337.09,452.54,12,180,54,424,2.01,L,2024-11-12 00:00:00,Active
4504,Fortune Shampoo,Fortune,Personal Care,Shampoo,89,1226.92,1406.2,18,365,33,372,3.25,L,2023-06-11 00:00:00,Active
4505,Amul Baby Powder,Amul,Baby Care,Baby Powder,293,878.57,1248.07,18,60,36,451,7.56,g,2024-04-12 00:00:00,Active
4506,Amul Lunch Box,Amul,Kitchen,Lunch Box,355,923.16,1196.79,5,60,58,436,7.36,L,2024-11-26 00:00:00,Active
4507,Britannia Cat Food,Britannia,Pet Care,Cat Food,335,994.85,1357.89,0,60,85,418,9.97,ml,2025-05-16 00:00:00,Active
4508,Parle Pressure Cooker,Parle,Kitchen,Pressure Cooker,478,1009.47,1251.5,5,180,86,152,4.26,g,2022-08-19 00:00:00,Active
4509,Pedigree Bottle,Pedigree,Kitchen,Bottle,449,1615.8,1885.28,12,180,96,78,2.71,ml,2020-11-27 00:00:00,Active
4510,Lizol Floor Cleaner,Lizol,Household,Floor Cleaner,458,1144.87,1364.34,0,180,22,326,7.73,g,2022-11-11 00:00:00,Active
4511,Amul Knife,Amul,Kitchen,Knife,350,1725.04,1944.12,5,365,80,324,0.18,ml,2021-05-03 00:00:00,Active
4512,Godrej Knife,Godrej,Kitchen,Knife,104,768.15,1068.92,0,365,38,126,1.89,g,2021-04-16 00:00:00,Active
4513,Nestle Frying Pan,Nestle,Kitchen,Frying Pan,407,726.72,820.45,12,365,47,446,9.71,g,2022-08-03 00:00:00,Active
4514,Dabur Biscuits,Dabur,Snacks,Biscuits,133,898.37,1093.29,5,90,29,443,8.82,kg,2024-05-10 00:00:00,Active
4515,ITC Frying Pan,ITC,Kitchen,Frying Pan,332,468.91,634.72,12,365,105,135,9.91,g,2021-11-25 00:00:00,Active
4516,Dabur Soft Drink,Dabur,Beverages,Soft Drink,218,911.27,1305.61,18,30,97,348,5.71,kg,2022-07-05 00:00:00,Active
4517,Sunfeast Cheese,Sunfeast,Dairy,Cheese,465,366.3,557.79,0,60,102,166,4.52,L,2020-12-28 00:00:00,Active
4518,Godrej Chips,Godrej,Snacks,Chips,155,630.36,802.82,12,180,36,129,4.83,kg,2022-07-04 00:00:00,Active
4519,Pedigree Frying Pan,Pedigree,Kitchen,Frying Pan,396,1783.8,2613.12,12,60,42,386,3.5,ml,2023-03-05 00:00:00,Active
4520,Godrej Energy Drink,Godrej,Beverages,Energy Drink,332,934.47,1370.41,0,365,47,451,9.79,L,2024-03-23 00:00:00,Active
4521,Britannia Chips,Britannia,Snacks,Chips,332,729.28,818.18,5,30,101,282,4.93,ml,2022-09-01 00:00:00,Active
4522,Tata Diapers,Tata,Baby Care,Diapers,266,1718.42,2187.49,18,180,31,422,7.36,L,2021-11-26 00:00:00,Active
4523,HUL Soft Drink,HUL,Beverages,Soft Drink,109,608.33,739.5,18,365,24,144,2.54,pcs,2020-11-18 00:00:00,Active
4524,Aashirvaad Soap,Aashirvaad,Personal Care,Soap,348,794.72,1140.03,18,180,117,103,9.52,g,2023-11-23 00:00:00,Active
4525,Parle Pressure Cooker,Parle,Kitchen,Pressure Cooker,237,1341.5,2022.5,18,60,55,326,0.46,pcs,2023-09-26 00:00:00,Active
4526,Dabur Floor Cleaner,Dabur,Household,Floor Cleaner,233,482.99,568.54,12,180,34,495,4.55,g,2025-03-30 00:00:00,Active
4527,Britannia Dog Food,Britannia,Pet Care,Dog Food,355,155.78,231.48,0,30,34,278,3.28,L,2025-11-12 00:00:00,Active
4528,Dettol Diapers,Dettol,Baby Care,Diapers,189,1572.41,2085.59,0,30,73,282,7.18,L,2024-11-20 00:00:00,Active
4529,Britannia Frying Pan,Britannia,Kitchen,Frying Pan,64,1417.1,1886.32,18,180,100,301,5.24,pcs,2022-07-26 00:00:00,Active
4530,Fortune Sugar,Fortune,Grocery,Sugar,70,1771.71,2422.83,5,30,21,336,2.22,L,2025-12-18 00:00:00,Active
4531,Nestle Lunch Box,Nestle,Kitchen,Lunch Box,405,1406.23,2002.4,0,60,98,370,2.02,g,2024-03-23 00:00:00,Active
4532,Tata Salt,Tata,Grocery,Salt,472,496.01,578.02,5,180,114,162,1.18,pcs,2022-02-14 00:00:00,Active
4533,Nivea Toor Dal,Nivea,Grocery,Toor Dal,499,1620.23,2251.45,0,365,89,305,7.05,pcs,2023-07-01 00:00:00,Active
4534,Parle Dog Food,Parle,Pet Care,Dog Food,69,1254.15,1750.95,18,365,24,368,5.95,pcs,2022-07-30 00:00:00,Active
4535,Patanjali Lunch Box,Patanjali,Kitchen,Lunch Box,20,1575.49,1828.33,18,60,23,191,9.52,ml,2025-11-03 00:00:00,Active
4536,HUL Juice,HUL,Beverages,Juice,297,983.97,1462.37,0,365,116,181,5.5,ml,2024-10-16 00:00:00,Active
4537,Godrej Diapers,Godrej,Baby Care,Diapers,33,501.53,620.82,0,365,64,91,0.52,L,2025-03-20 00:00:00,Active
4538,Dabur Namkeen,Dabur,Snacks,Namkeen,118,591.43,888.2,0,30,84,432,0.56,ml,2025-03-09 00:00:00,Active
4539,Dabur Bottle,Dabur,Kitchen,Bottle,83,1539.88,1735.59,18,60,82,403,9.07,L,2024-06-08 00:00:00,Active
4540,Lizol Floor Cleaner,Lizol,Household,Floor Cleaner,478,1404.76,2014.1,5,60,28,493,1.29,L,2025-05-08 00:00:00,Active
4541,Sunfeast Butter,Sunfeast,Dairy,Butter,82,1725.3,2105.83,18,180,76,437,3.72,pcs,2023-10-29 00:00:00,Active
4542,Dettol Cat Food,Dettol,Pet Care,Cat Food,359,210.64,287.71,12,180,23,230,1.97,L,2020-08-23 00:00:00,Active
4543,Fortune Tissue Paper,Fortune,Household,Tissue Paper,315,1615.42,2331.52,18,365,49,182,6.94,pcs,2021-11-10 00:00:00,Active
4544,Nestle Lunch Box,Nestle,Kitchen,Lunch Box,206,777.37,967.69,5,365,36,339,1.02,ml,2025-01-16 00:00:00,Active
4545,Amul Energy Drink,Amul,Beverages,Energy Drink,306,596.26,861.68,0,365,28,93,7.84,kg,2022-11-23 00:00:00,Active
4546,HUL Pet Shampoo,HUL,Pet Care,Pet Shampoo,429,1751.27,2049.46,5,180,46,294,6.43,kg,2023-04-02 00:00:00,Active
4547,Britannia Pet Shampoo,Britannia,Pet Care,Pet Shampoo,163,385.88,462.62,0,365,31,369,2.07,pcs,2025-03-13 00:00:00,Active
4548,Godrej Namkeen,Godrej,Snacks,Namkeen,136,1172.51,1753.68,12,90,118,194,9.13,g,2024-04-07 00:00:00,Active
4549,Pedigree Pet Shampoo,Pedigree,Pet Care,Pet Shampoo,409,1507.99,1877.1,18,180,29,283,3.19,ml,2022-07-18 00:00:00,Active
4550,Dettol Lunch Box,Dettol,Kitchen,Lunch Box,134,1029.69,1409.11,5,30,107,445,3.82,g,2025-10-18 00:00:00,Active
4551,Patanjali Knife,Patanjali,Kitchen,Knife,288,822.97,951.95,5,90,112,359,8.58,g,2022-09-18 00:00:00,Active
4552,Surf Excel Lunch Box,Surf Excel,Kitchen,Lunch Box,15,1549.3,2064.15,0,60,84,89,1.84,kg,2021-08-19 00:00:00,Active
4553,Aashirvaad Baby Powder,Aashirvaad,Baby Care,Baby Powder,404,1439.47,2208.88,0,90,75,294,0.84,g,2026-05-18 00:00:00,Active
4554,Dabur Baby Powder,Dabur,Baby Care,Baby Powder,377,1281.25,1851.48,0,365,45,148,3.24,g,2026-01-20 00:00:00,Active
4555,Fortune Bottle,Fortune,Kitchen,Bottle,409,425.23,599.21,5,365,52,64,7.27,kg,2021-03-06 00:00:00,Active
4556,Britannia Floor Cleaner,Britannia,Household,Floor Cleaner,24,91.99,112.74,0,365,40,306,7.64,kg,2020-07-31 00:00:00,Active
4557,Sunfeast Pet Shampoo,Sunfeast,Pet Care,Pet Shampoo,409,1190.46,1553.97,18,365,46,63,2.01,kg,2022-06-13 00:00:00,Active
4558,Pedigree Soap,Pedigree,Personal Care,Soap,244,1102.78,1650.3,12,30,47,299,4.22,pcs,2022-06-21 00:00:00,Active
4559,Nestle Hair Oil,Nestle,Personal Care,Hair Oil,366,555.99,778.83,18,180,92,364,8.6,kg,2021-01-12 00:00:00,Active
4560,Pedigree Detergent,Pedigree,Household,Detergent,140,288.75,386.57,18,90,51,454,5.18,kg,2025-10-14 00:00:00,Active
4561,Tata Soap,Tata,Personal Care,Soap,386,1685.99,2279.48,12,365,47,405,2.6,kg,2024-07-02 00:00:00,Active
4562,Dabur Cat Food,Dabur,Pet Care,Cat Food,499,994.61,1416.69,18,60,37,492,9.66,L,2024-10-10 00:00:00,Active
4563,Parle Detergent,Parle,Household,Detergent,128,1637.98,2071.42,0,60,117,144,9.59,g,2021-05-15 00:00:00,Active
4564,Tata Hair Oil,Tata,Personal Care,Hair Oil,127,1673.74,2324.55,0,180,93,212,5.5,L,2022-03-23 00:00:00,Active
4565,Dettol Diapers,Dettol,Baby Care,Diapers,227,280.09,388.22,18,365,44,338,0.21,ml,2024-07-08 00:00:00,Active
4566,Patanjali Butter,Patanjali,Dairy,Butter,93,985.1,1273.03,18,180,99,203,0.23,pcs,2024-06-23 00:00:00,Active
4567,Patanjali Cooking Oil,Patanjali,Grocery,Cooking Oil,317,848.14,999.6,0,180,69,190,5.37,g,2023-06-07 00:00:00,Active
4568,Fortune Toothpaste,Fortune,Personal Care,Toothpaste,94,462.74,653.34,0,365,66,245,3.4,L,2022-04-03 00:00:00,Active
4569,Fortune Hair Oil,Fortune,Personal Care,Hair Oil,293,141.63,197.55,5,60,88,164,8.39,ml,2023-07-19 00:00:00,Active
4570,Mamaearth Biscuits,Mamaearth,Snacks,Biscuits,33,432.87,551.17,0,180,118,203,8.79,pcs,2022-07-03 00:00:00,Active
4571,Pedigree Energy Drink,Pedigree,Beverages,Energy Drink,24,448.14,606.04,12,365,52,250,9.64,ml,2026-04-25 00:00:00,Active
4572,Aashirvaad Shampoo,Aashirvaad,Personal Care,Shampoo,192,1211.96,1412.07,5,30,76,132,4.28,kg,2021-10-05 00:00:00,Active
4573,Godrej Tea,Godrej,Grocery,Tea,331,597.99,721.43,0,90,77,399,5.96,ml,2024-03-09 00:00:00,Active
4574,Aashirvaad Namkeen,Aashirvaad,Snacks,Namkeen,312,104.51,141.11,18,90,62,308,8.16,g,2025-11-27 00:00:00,Active
4575,Surf Excel Pet Shampoo,Surf Excel,Pet Care,Pet Shampoo,215,1512.86,1971.43,0,365,71,218,0.87,pcs,2020-10-06 00:00:00,Active
4576,Dettol Frying Pan,Dettol,Kitchen,Frying Pan,244,525.21,656.61,5,60,30,293,6.44,pcs,2024-08-23 00:00:00,Active
4577,Dettol Toothpaste,Dettol,Personal Care,Toothpaste,350,524.04,694.41,18,30,70,70,5.26,L,2021-06-11 00:00:00,Active
4578,Patanjali Frying Pan,Patanjali,Kitchen,Frying Pan,442,572.03,835.32,18,90,116,418,2.39,g,2023-12-25 00:00:00,Active
4579,ITC Dishwash Liquid,ITC,Household,Dishwash Liquid,423,1753.79,2017.74,12,180,66,126,4.78,kg,2025-02-05 00:00:00,Active
4580,Dabur Tissue Paper,Dabur,Household,Tissue Paper,320,710.69,1067.27,0,365,27,470,3.74,ml,2025-10-13 00:00:00,Discontinued
4581,Britannia Chips,Britannia,Snacks,Chips,122,1011.5,1243.72,0,180,112,439,7.72,ml,2022-12-27 00:00:00,Active
4582,Mamaearth Baby Soap,Mamaearth,Baby Care,Baby Soap,123,1405.62,2095.35,18,90,62,405,8.22,g,2025-03-05 00:00:00,Active
4583,HUL Soft Drink,HUL,Beverages,Soft Drink,128,1182.26,1458.05,5,90,56,311,3.31,pcs,2021-01-19 00:00:00,Active
4584,Amul Knife,Amul,Kitchen,Knife,220,1694.37,2485.53,18,90,46,182,5.05,ml,2023-01-03 00:00:00,Active
4585,Mamaearth Milk,Mamaearth,Dairy,Milk,275,52.97,62.78,0,30,25,60,2.13,g,2025-02-12 00:00:00,Active
4586,ITC Diapers,ITC,Baby Care,Diapers,368,847.69,954.18,18,90,59,405,6.29,pcs,2022-06-28 00:00:00,Active
4587,Lizol Baby Powder,Lizol,Baby Care,Baby Powder,177,1255.19,1825.81,0,60,113,361,7.66,g,2022-02-22 00:00:00,Active
4588,Parle Curd,Parle,Dairy,Curd,186,1466.18,2003.94,5,90,45,283,3.34,pcs,2025-12-08 00:00:00,Discontinued
4589,ITC Namkeen,ITC,Snacks,Namkeen,203,1726.73,2278.45,18,30,68,135,2.96,pcs,2025-10-29 00:00:00,Active
4590,Surf Excel Soft Drink,Surf Excel,Beverages,Soft Drink,25,59.41,87.49,18,30,34,274,4.66,L,2026-06-21 00:00:00,Active
4591,HUL Tea,HUL,Grocery,Tea,193,543.39,739.24,12,365,34,299,7.46,kg,2023-05-08 00:00:00,Active
4592,Parle Juice,Parle,Beverages,Juice,439,1729.38,2102.46,12,60,54,356,5.04,g,2024-11-03 00:00:00,Active
4593,ITC Cat Food,ITC,Pet Care,Cat Food,495,1154.59,1710.03,5,180,64,103,3.05,ml,2024-02-04 00:00:00,Active
4594,Surf Excel Diapers,Surf Excel,Baby Care,Diapers,471,1238.26,1684.87,5,365,111,282,6.77,g,2023-07-14 00:00:00,Active
4595,Surf Excel Namkeen,Surf Excel,Snacks,Namkeen,270,716.73,851.85,12,365,119,261,2.23,L,2024-05-21 00:00:00,Active
4596,ITC Detergent,ITC,Household,Detergent,344,266.98,374.52,0,90,106,353,7.18,L,2022-02-01 00:00:00,Active
4597,Mamaearth Mineral Water,Mamaearth,Beverages,Mineral Water,43,667.11,1017.89,18,90,54,341,7.33,kg,2021-11-07 00:00:00,Active
4598,Tata Toothpaste,Tata,Personal Care,Toothpaste,52,1225.18,1681.66,12,90,38,444,9.3,kg,2020-12-15 00:00:00,Active
4599,Amul Energy Drink,Amul,Beverages,Energy Drink,429,1142.37,1315.23,18,30,56,117,0.76,kg,2020-08-22 00:00:00,Active
4600,Fortune Rice,Fortune,Grocery,Rice,242,741.94,985.75,12,60,30,70,8.99,pcs,2023-07-11 00:00:00,Active
4601,Fortune Baby Soap,Fortune,Baby Care,Baby Soap,170,327.91,462.82,18,365,69,466,1.51,g,2025-03-23 00:00:00,Active
4602,Fortune Dishwash Liquid,Fortune,Household,Dishwash Liquid,10,1454.42,1916.63,12,180,83,159,6.05,g,2024-07-19 00:00:00,Active
4603,Dettol Baby Lotion,Dettol,Baby Care,Baby Lotion,129,1781.03,2632.86,18,60,111,173,3.41,pcs,2022-02-12 00:00:00,Active
4604,ITC Mineral Water,ITC,Beverages,Mineral Water,72,839.88,1072.25,0,90,79,297,0.33,L,2020-11-19 00:00:00,Active
4605,Dettol Poha,Dettol,Grocery,Poha,128,712.46,939.54,5,90,63,159,5.51,ml,2026-06-23 00:00:00,Active
4606,Nivea Shampoo,Nivea,Personal Care,Shampoo,203,433.1,614.83,5,60,63,79,4.31,g,2022-06-21 00:00:00,Active
4607,HUL Energy Drink,HUL,Beverages,Energy Drink,71,1624.02,2293.87,5,30,29,183,8.97,ml,2024-09-28 00:00:00,Active
4608,Amul Cat Food,Amul,Pet Care,Cat Food,309,459.4,525.63,12,90,30,327,3.22,g,2020-10-09 00:00:00,Active
4609,Britannia Dog Food,Britannia,Pet Care,Dog Food,477,1468.12,1720.63,0,90,116,188,2.24,kg,2022-05-31 00:00:00,Active
4610,Nivea Coffee,Nivea,Grocery,Coffee,459,110.33,151.13,5,90,25,389,5.84,ml,2024-12-21 00:00:00,Active
4611,Surf Excel Suji,Surf Excel,Grocery,Suji,207,1662.7,2489.35,12,365,70,241,3.34,L,2020-12-30 00:00:00,Active
4612,Dettol Floor Cleaner,Dettol,Household,Floor Cleaner,240,800.12,1075.93,12,90,108,272,8.43,L,2026-05-13 00:00:00,Active
4613,Dabur Chocolate,Dabur,Snacks,Chocolate,45,897.26,1136.6,5,60,66,116,7.11,ml,2023-03-27 00:00:00,Active
4614,Dabur Shampoo,Dabur,Personal Care,Shampoo,218,1377.01,1644.74,18,30,98,231,1.83,pcs,2021-07-22 00:00:00,Active
4615,Nivea Hair Oil,Nivea,Personal Care,Hair Oil,93,818.39,1159.08,0,60,105,212,4.62,ml,2020-08-08 00:00:00,Active
4616,Dabur Juice,Dabur,Beverages,Juice,126,467.41,581.76,18,60,68,125,7.57,kg,2023-09-12 00:00:00,Active
4617,Patanjali Dishwash Liquid,Patanjali,Household,Dishwash Liquid,324,404.29,533.98,12,180,79,382,4.37,kg,2025-03-18 00:00:00,Active
4618,Nivea Baby Soap,Nivea,Baby Care,Baby Soap,452,650.53,768.55,18,90,58,465,6.33,ml,2023-10-15 00:00:00,Active
4619,Nivea Paneer,Nivea,Dairy,Paneer,15,1032.42,1253.57,5,180,116,311,9.28,pcs,2022-04-30 00:00:00,Active
4620,Parle Toothpaste,Parle,Personal Care,Toothpaste,364,1700.8,2288.13,5,180,88,289,4.16,pcs,2022-04-21 00:00:00,Active
4621,Aashirvaad Detergent,Aashirvaad,Household,Detergent,367,721.55,838.9,12,90,66,461,1.06,ml,2025-03-22 00:00:00,Active
4622,Nivea Pressure Cooker,Nivea,Kitchen,Pressure Cooker,311,945.33,1382.02,18,30,31,240,5.59,pcs,2026-06-18 00:00:00,Active
4623,Surf Excel Dog Food,Surf Excel,Pet Care,Dog Food,234,797.51,936.44,0,30,113,145,8.83,pcs,2021-07-29 00:00:00,Active
4624,Sunfeast Paneer,Sunfeast,Dairy,Paneer,96,316.09,472.7,0,180,26,241,6.43,kg,2025-07-02 00:00:00,Active
4625,Colgate Diapers,Colgate,Baby Care,Diapers,127,1104.03,1399.49,12,60,71,498,5.56,g,2024-11-04 00:00:00,Active
4626,Fortune Cheese,Fortune,Dairy,Cheese,376,1282.92,1482.97,0,60,105,176,1.81,kg,2022-09-28 00:00:00,Active
4627,Parle Dog Food,Parle,Pet Care,Dog Food,320,622.06,817.52,5,30,43,172,8.14,g,2022-06-22 00:00:00,Active
4628,Mamaearth Frying Pan,Mamaearth,Kitchen,Frying Pan,167,1376.78,1918.82,18,90,46,498,0.91,g,2024-12-05 00:00:00,Active
4629,Godrej Milk,Godrej,Dairy,Milk,395,1515.17,1954.41,0,30,87,404,3.92,ml,2025-05-08 00:00:00,Active
4630,Nivea Cheese,Nivea,Dairy,Cheese,108,898.46,1369.27,12,30,107,213,3.08,L,2023-03-15 00:00:00,Active
4631,Nivea Juice,Nivea,Beverages,Juice,77,205.29,315.77,12,90,76,51,9.59,pcs,2021-12-02 00:00:00,Active
4632,Nestle Mineral Water,Nestle,Beverages,Mineral Water,411,436.19,610.69,0,90,55,404,0.16,ml,2022-10-02 00:00:00,Active
4633,Nivea Dog Food,Nivea,Pet Care,Dog Food,67,1507.46,1937.65,12,60,72,330,6.93,g,2021-12-25 00:00:00,Active
4634,Pedigree Floor Cleaner,Pedigree,Household,Floor Cleaner,399,517.39,724.1,18,60,119,61,8.2,ml,2020-10-23 00:00:00,Active
4635,Surf Excel Toothpaste,Surf Excel,Personal Care,Toothpaste,28,509.48,687.97,5,60,40,277,7.23,ml,2021-11-08 00:00:00,Active
4636,Nivea Chips,Nivea,Snacks,Chips,223,1770.6,2305.55,18,60,62,140,4.54,g,2025-04-20 00:00:00,Active
4637,Godrej Toothpaste,Godrej,Personal Care,Toothpaste,365,641.32,977.19,0,180,76,300,3.04,g,2025-08-06 00:00:00,Active
4638,Patanjali Tea,Patanjali,Grocery,Tea,142,41.56,50.27,12,60,112,300,1.12,pcs,2024-08-03 00:00:00,Active
4639,Tata Tissue Paper,Tata,Household,Tissue Paper,118,1795.61,2154.15,18,60,63,157,6.91,pcs,2022-01-27 00:00:00,Active
4640,Surf Excel Cookies,Surf Excel,Snacks,Cookies,261,763.63,1058.42,5,60,40,220,8.5,g,2023-08-26 00:00:00,Active
4641,Dettol Biscuits,Dettol,Snacks,Biscuits,203,1682.38,2073.48,0,60,49,315,2.62,kg,2020-10-03 00:00:00,Active
4642,Aashirvaad Dog Food,Aashirvaad,Pet Care,Dog Food,352,957.23,1275.48,18,90,37,133,1.91,kg,2020-08-24 00:00:00,Active
4643,Britannia Chips,Britannia,Snacks,Chips,77,1325.07,1491.04,5,90,37,74,1.96,pcs,2024-11-29 00:00:00,Active
4644,Tata Mineral Water,Tata,Beverages,Mineral Water,184,1656,2455.32,0,30,36,99,3.21,ml,2023-02-17 00:00:00,Active
4645,Sunfeast Energy Drink,Sunfeast,Beverages,Energy Drink,387,756.67,938.52,5,180,63,309,3.82,pcs,2021-08-31 00:00:00,Active
